Disease,Gender,symptoms,Cure
Influenza,male,"body aches,cough,sore throat,chills","Antiviral medications, rest, hydration"
Influenza,female,"cough,body aches,chills","Antiviral medications, rest, hydration"
Influenza,female,"body aches,cough,fever,sore throat","Antiviral medications, rest, hydration"
Influenza,female,"chills,body aches,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"body aches,fever,sore throat","Antiviral medications, rest, hydration"
Influenza,female,"chills,cough,body aches,sore throat,fever","Antiviral medications, rest, hydration"
Influenza,female,"cough,body aches,fever","Antiviral medications, rest, hydration"
Influenza,female,"chills,sore throat,fever,cough,body aches","Antiviral medications, rest, hydration"
Influenza,female,"fever,chills,body aches","Antiviral medications, rest, hydration"
Influenza,female,"chills,cough,body aches","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,body aches,fever,chills,cough","Antiviral medications, rest, hydration"
Influenza,female,"chills,fever,sore throat,cough,body aches","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,fever,cough","Antiviral medications, rest, hydration"
Influenza,female,"body aches,sore throat,chills","Antiviral medications, rest, hydration"
Influenza,female,"body aches,sore throat,fever,cough","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,fever,chills,cough","Antiviral medications, rest, hydration"
Influenza,female,"cough,fever,chills,body aches","Antiviral medications, rest, hydration"
Influenza,female,"body aches,fever,sore throat","Antiviral medications, rest, hydration"
Influenza,female,"fever,chills,sore throat","Antiviral medications, rest, hydration"
Influenza,female,"fever,chills,cough,sore throat","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,body aches,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"cough,sore throat,chills,fever","Antiviral medications, rest, hydration"
Influenza,female,"body aches,fever,sore throat,chills,cough","Antiviral medications, rest, hydration"
Influenza,female,"cough,chills,body aches,fever,sore throat","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,body aches,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"cough,sore throat,chills,fever,body aches","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,chills,body aches","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,cough,chills,fever","Antiviral medications, rest, hydration"
Influenza,female,"fever,sore throat,chills,cough,body aches","Antiviral medications, rest, hydration"
Influenza,female,"fever,sore throat,cough","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,fever,body aches,cough,chills","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,cough,body aches","Antiviral medications, rest, hydration"
Influenza,female,"cough,chills,body aches","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,chills,body aches,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"cough,fever,sore throat,chills,body aches","Antiviral medications, rest, hydration"
Influenza,female,"chills,fever,body aches,sore throat","Antiviral medications, rest, hydration"
Influenza,female,"chills,body aches,cough","Antiviral medications, rest, hydration"
Influenza,female,"body aches,chills,fever","Antiviral medications, rest, hydration"
Influenza,female,"fever,sore throat,chills","Antiviral medications, rest, hydration"
Influenza,female,"chills,sore throat,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"chills,fever,sore throat,body aches,cough","Antiviral medications, rest, hydration"
Influenza,female,"cough,sore throat,fever","Antiviral medications, rest, hydration"
Influenza,female,"chills,fever,cough,sore throat","Antiviral medications, rest, hydration"
Influenza,female,"sore throat,body aches,chills,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"chills,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"chills,sore throat,body aches","Antiviral medications, rest, hydration"
Influenza,female,"body aches,cough,chills,sore throat,fever","Antiviral medications, rest, hydration"
Influenza,female,"chills,fever,cough,sore throat,body aches","Antiviral medications, rest, hydration"
Influenza,female,"body aches,cough,fever","Antiviral medications, rest, hydration"
Influenza,female,"cough,fever,chills,body aches,sore throat","Antiviral medications, rest, hydration"
Bacterial Pneumonia,male,"shortness of breath,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,chest pain,fatigue,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,cough,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fatigue,chest pain,fever,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,fatigue,fever,shortness of breath,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,shortness of breath,chest pain,fatigue,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"cough,shortness of breath,chest pain,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,cough,fatigue,chest pain,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,cough,fever,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"cough,fever,chest pain,shortness of breath,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fatigue,fever,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,fever,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,fever,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,cough,chest pain,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"cough,shortness of breath,chest pain,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,fever,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,fatigue,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,fatigue,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fatigue,shortness of breath,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fatigue,cough,shortness of breath,chest pain,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,shortness of breath,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,cough,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,cough,fever,shortness of breath,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"cough,fatigue,shortness of breath,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,shortness of breath,fatigue,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fatigue,shortness of breath,fever,cough,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,cough,shortness of breath,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fatigue,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"cough,chest pain,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fatigue,cough,shortness of breath,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,cough,fatigue,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,cough,shortness of breath,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"cough,fatigue,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,shortness of breath,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"cough,fever,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,shortness of breath,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,cough,fever,shortness of breath,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,shortness of breath,cough,fatigue,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,cough,fatigue,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fever,fatigue,cough,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,shortness of breath,fever,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,fever,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"shortness of breath,fatigue,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"chest pain,cough,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"cough,shortness of breath,chest pain,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,male,"fatigue,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,chest pain,fever,fatigue,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,chest pain,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,cough,fatigue,chest pain,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,cough,fever,fatigue,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,fever,cough,chest pain,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,chest pain,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,chest pain,fever,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,chest pain,cough,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,fever,cough,chest pain,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,shortness of breath,fatigue,fever,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,cough,fever,fatigue,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,shortness of breath,cough,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,fatigue,cough,shortness of breath,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,fatigue,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,fever,chest pain,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,cough,fatigue,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"chest pain,cough,shortness of breath,fatigue,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,shortness of breath,fatigue,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"chest pain,cough,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,chest pain,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,chest pain,fever,fatigue,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,fatigue,chest pain,shortness of breath,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,cough,fatigue,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,fatigue,cough,shortness of breath,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,fever,chest pain,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"chest pain,fatigue,fever,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,chest pain,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,fatigue,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,fever,chest pain,shortness of breath,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"cough,fever,fatigue,chest pain,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"chest pain,fever,shortness of breath,fatigue,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,chest pain,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"chest pain,fatigue,shortness of breath,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,cough,fever,fatigue,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,cough,chest pain,shortness of breath,fatigue","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,fever,cough","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,chest pain,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,chest pain,cough,shortness of breath,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,cough,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"chest pain,fatigue,cough,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fever,fatigue,chest pain,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,shortness of breath,chest pain,cough,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,shortness of breath,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"chest pain,shortness of breath,fever","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"chest pain,fatigue,cough,shortness of breath","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,cough,shortness of breath,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"shortness of breath,fatigue,cough,chest pain","Antibiotics, rest, fluids"
Bacterial Pneumonia,female,"fatigue,shortness of breath,chest pain,cough","Antibiotics, rest, fluids"
Osteoarthritis,male,"joint pain,swelling,reduced mobility,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,reduced mobility,joint pain,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,stiffness,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,reduced mobility,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,joint pain,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,stiffness,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,swelling,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,reduced mobility,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,joint pain,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,reduced mobility,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,reduced mobility,joint pain,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,joint pain,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,swelling,stiffness,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,reduced mobility,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,joint pain,stiffness,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,reduced mobility,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,reduced mobility,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,swelling,stiffness,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,swelling,stiffness,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,stiffness,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,stiffness,reduced mobility,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,stiffness,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,joint pain,stiffness,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,joint pain,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,joint pain,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,joint pain,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,stiffness,reduced mobility,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,joint pain,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,swelling,joint pain,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,joint pain,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,reduced mobility,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,reduced mobility,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,stiffness,joint pain,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,reduced mobility,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,joint pain,stiffness,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,swelling,reduced mobility,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,joint pain,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"stiffness,reduced mobility,joint pain,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"joint pain,stiffness,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"reduced mobility,stiffness,joint pain,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,male,"swelling,reduced mobility,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,stiffness,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,stiffness,joint pain,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,joint pain,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,reduced mobility,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,stiffness,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,joint pain,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"swelling,joint pain,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,stiffness,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,reduced mobility,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,stiffness,joint pain,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,joint pain,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,reduced mobility,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,reduced mobility,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"swelling,joint pain,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"swelling,reduced mobility,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"swelling,stiffness,joint pain,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,stiffness,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,reduced mobility,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"swelling,reduced mobility,joint pain,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,stiffness,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,swelling,joint pain,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,stiffness,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,joint pain,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,swelling,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,joint pain,stiffness,swelling","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,reduced mobility,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"swelling,reduced mobility,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,swelling,joint pain,reduced mobility","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,swelling,reduced mobility,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,reduced mobility,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,swelling,reduced mobility,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,joint pain,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,joint pain,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,reduced mobility,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"joint pain,reduced mobility,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"stiffness,swelling,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"swelling,reduced mobility,joint pain,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,swelling,stiffness","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,swelling,stiffness,joint pain","Pain relievers, physical therapy, surgery"
Osteoarthritis,female,"reduced mobility,swelling,joint pain,stiffness","Pain relievers, physical therapy, surgery"
Depression,male,"fatigue,sleep disturbances,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,persistent sadness,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,fatigue,persistent sadness,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,sleep disturbances,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,fatigue,persistent sadness,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"fatigue,loss of interest,persistent sadness,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,persistent sadness,fatigue,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,loss of interest,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"fatigue,persistent sadness,sleep disturbances,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,loss of interest,fatigue,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,persistent sadness,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"fatigue,sleep disturbances,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,loss of interest,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,sleep disturbances,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,fatigue,sleep disturbances,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,fatigue,loss of interest,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"fatigue,sleep disturbances,persistent sadness,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,loss of interest,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,persistent sadness,fatigue,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,sleep disturbances,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"fatigue,persistent sadness,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"fatigue,loss of interest,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,loss of interest,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,sleep disturbances,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"fatigue,persistent sadness,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,fatigue,sleep disturbances,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,fatigue,sleep disturbances,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,fatigue,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,fatigue,sleep disturbances,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,persistent sadness,loss of interest,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,fatigue,sleep disturbances,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,loss of interest,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,persistent sadness,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"sleep disturbances,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,sleep disturbances,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
